数据统计日,仪表数量,该运维内容对应次数,单位该运维内容对应次数
2023-11-05,55,1,0.01818181818181818
2023-11-06,218,3,0.013761467889908258
2023-11-07,763,6,0.007863695937090432
2023-11-08,294,3,0.01020408163265306
2023-11-09,0,0,0.0
2023-11-10,0,0,0.0
2023-11-11,0,0,0.0
2023-11-12,0,0,0.0
2023-11-13,1430,18,0.012587412587412588
2023-11-14,1083,11,0.010156971375807941
2023-11-15,678,4,0.0058997050147492625
2023-11-16,158,1,0.006329113924050633
2023-11-17,54,1,0.018518518518518517
2023-11-18,0,0,0.0
2023-11-19,214,2,0.009345794392523364
2023-11-20,571,4,0.0070052539404553416
2023-11-21,322,1,0.003105590062111801
2023-11-22,253,3,0.011857707509881422
2023-11-23,0,0,0.0
2023-11-24,1051,4,0.003805899143672693
2023-11-25,0,0,0.0
2023-11-26,0,0,0.0
2023-11-27,0,0,0.0
2023-11-28,520,7,0.013461538461538462
2023-11-29,893,4,0.004479283314669653
2023-11-30,158,1,0.006329113924050633
2023-12-01,520,3,0.0057692307692307696
2023-12-02,223,2,0.008968609865470852
2023-12-03,611,3,0.004909983633387889
2023-12-04,893,3,0.0033594624860022394
2023-12-05,198,2,0.010101010101010102
2023-12-06,0,0,0.0
2023-12-07,0,0,0.0
2023-12-08,184,2,0.010869565217391304
2023-12-09,0,0,0.0
2023-12-10,0,0,0.0
2023-12-11,0,0,0.0
2023-12-12,224,4,0.017857142857142856
2023-12-13,46,1,0.021739130434782608
2023-12-14,724,5,0.006906077348066298
2023-12-15,571,1,0.0017513134851138354
2023-12-16,0,0,0.0
2023-12-17,0,0,0.0
2023-12-18,1099,7,0.006369426751592357
2023-12-19,55,1,0.01818181818181818
2023-12-20,55,1,0.01818181818181818
2023-12-21,168,2,0.011904761904761904
2023-12-22,373,4,0.010723860589812333
2023-12-23,102,3,0.029411764705882353
2023-12-24,545,3,0.005504587155963303
2023-12-25,311,2,0.006430868167202572
2023-12-26,168,2,0.011904761904761904
2023-12-27,0,0,0.0
2023-12-28,1067,8,0.007497656982193065
2023-12-29,143,2,0.013986013986013986
2023-12-30,322,2,0.006211180124223602
2023-12-31,406,5,0.012315270935960592
2024-01-01,0,0,0.0
2024-01-02,1051,3,0.0028544243577545195
2024-01-03,893,2,0.0022396416573348264
2024-01-04,560,5,0.008928571428571428
2024-01-05,0,0,0.0
2024-01-06,0,0,0.0
2024-01-07,0,0,0.0
2024-01-08,646,5,0.007739938080495356
2024-01-09,233,2,0.008583690987124463
2024-01-10,228,2,0.008771929824561403
2024-01-11,729,2,0.0027434842249657062
2024-01-12,633,3,0.004739336492890996
2024-01-13,0,0,0.0
2024-01-14,0,0,0.0
2024-01-15,1457,9,0.0061770761839396015
2024-01-16,322,2,0.006211180124223602
2024-01-17,158,1,0.006329113924050633
2024-01-18,158,2,0.012658227848101266
2024-01-19,819,6,0.007326007326007326
2024-01-20,0,0,0.0
2024-01-21,0,0,0.0
2024-01-22,1219,8,0.006562756357670222
2024-01-23,0,0,0.0
2024-01-24,1116,5,0.004480286738351254
2024-01-25,729,2,0.0027434842249657062
2024-01-26,701,3,0.0042796005706134095
2024-01-27,0,0,0.0
2024-01-28,75,1,0.013333333333333334
2024-01-29,55,1,0.01818181818181818
2024-01-30,322,1,0.003105590062111801
2024-01-31,0,0,0.0
2024-02-01,143,1,0.006993006993006993
2024-02-02,198,2,0.010101010101010102
2024-02-03,0,0,0.0
2024-02-04,1216,6,0.004934210526315789
2024-02-05,626,2,0.003194888178913738
2024-02-06,0,0,0.0
2024-02-07,158,1,0.006329113924050633
2024-02-08,362,2,0.0055248618784530384
2024-02-09,0,0,0.0
2024-02-10,0,0,0.0
2024-02-11,0,0,0.0
2024-02-12,0,0,0.0
2024-02-13,357,3,0.008403361344537815
2024-02-14,55,1,0.01818181818181818
2024-02-15,311,3,0.00964630225080386
2024-02-16,0,0,0.0
2024-02-17,0,0,0.0
2024-02-18,698,5,0.0071633237822349575
2024-02-19,75,1,0.013333333333333334
2024-02-20,480,2,0.004166666666666667
2024-02-21,571,1,0.0017513134851138354
2024-02-22,1204,9,0.007475083056478406
2024-02-23,666,5,0.0075075075075075074
2024-02-24,465,2,0.004301075268817204
2024-02-25,168,1,0.005952380952380952
2024-02-26,0,0,0.0
2024-02-27,40,1,0.025
2024-02-28,1279,7,0.00547302580140735
2024-02-29,1405,8,0.0056939501779359435
2024-03-01,168,1,0.005952380952380952
2024-03-02,0,0,0.0
2024-03-03,571,1,0.0017513134851138354
2024-03-04,1194,5,0.0041876046901172526
2024-03-05,0,0,0.0
2024-03-06,611,3,0.004909983633387889
2024-03-07,326,2,0.006134969325153374
